PROJECT_ID,TYPE,CAMPAIGN_COUNTRY,CLUSTER,DEMOGRAPHY,SURVEY_DATE,RELEASE_DATE,IMPRESSIONS,YES_ANSWERS,NO_ANSWERS,NA_ANSWERS
project_2,wi,AT,OffensiveComedy,MALE_25to34,2020-10-10,2020-10-23,2780,20,1,0
project_14,wi,DE,Mixed_Segment_C,FEMALE_25to34,2020-09-14,2020-12-04,5344,0,0,0
project_4,wi,DE,SophisticatedCrimeTV,MALE_U25,2020-07-15,2020-09-25,1892,6,6,8
project_8,vc,GB,Control,MALE_45to54,2020-11-06,2020-10-30,873,0,0,0
project_2,wi,AT,USDocumentary,MALE_35to44,2020-10-10,2020-10-23,1883,8,2,1
project_6,wi,DE,Control,FEMALE_25to34,2019-11-29,2020-02-21,1861,4,14,27
project_6,wi,ES,Drama,MALE_O45,2019-11-30,2020-02-21,3744,2,0,1
project_3,wi,IT,Dystopian,FEMALE_35to44,2020-09-08,2020-09-25,3799,0,0,0
project_11,wi,FR,FrenchCinema,FEMALE_25to34,2020-08-21,2020-09-18,7643,0,0,0
project_6,vc,GB,CastCrew,MALE_U25,2020-03-09,2020-02-21,3068,28,20,27
project_4,wi,DE,GermanCrimeDrama,MALE_O55,2020-07-15,2020-09-25,4185,23,47,29
project_14,wi,AT,GermanyComedy,FEMALE_45to54,2020-09-14,2020-12-04,7468,1,0,0
project_4,vc,DE,Crime,MALE_25to34,2020-10-13,2020-09-25,4590,2,17,14
project_14,wi,DE,StandUp,MALE_45to54,2020-09-14,2020-12-04,2466,10,14,12
project_11,wi,FR,Parents,FEMALE_35to44,2020-08-21,2020-09-18,6680,0,0,0
project_12,wi,FR,Documentary,FEMALE_O55,2020-08-21,2020-09-15,3148,0,0,0
project_4,vc,DE,Core,MALE_U25,2020-10-13,2020-09-25,2070,7,4,7
project_5,wi,FR,FemaleLedComedy,MALE_35to44,2020-04-10,2020-04-15,12389,57,126,44
project_11,wi,FR,PopularCultComedy,FEMALE_35to44,2020-08-21,2020-09-18,33754,0,0,0
project_3,wi,IT,VisuallyArresting,FEMALE_O55,2020-09-08,2020-09-25,1644,0,0,0
project_3,wi,DE,SciFi,FEMALE_25to34,2020-09-08,2020-09-25,1893,2,10,31
project_11,wi,FR,HistoricalDramaComedy,MALE_18to24,2020-08-21,2020-09-18,11165,0,0,0
project_12,wi,FR,RealityTVfans,FEMALE_18to24,2020-08-21,2020-09-15,2803,0,0,0
project_6,wi,DE,Moviegoer,FEMALE_O25,2019-11-29,2020-02-21,7,0,0,0
project_6,wi,DE,Drama,MALE_25to34,2019-11-29,2020-02-21,1810,0,6,5
project_8,vc,GB,BestOfComedy,MALE_O55,2020-11-06,2020-10-30,1177,0,0,0
project_6,vc,GB,Action,MALE_25to34,2020-03-09,2020-02-21,3305,15,8,18
project_1,wi,NL,DarkFemaleLedTV,FEMALE_25to34,2020-05-10,2020-03-18,2216,0,0,7
project_5,vc,FR,Families,FEMALE_U25,2020-04-29,2020-04-15,1459,1,0,2
project_1,vc,AT,Motherhood,MALE_O45,2020-07-07,2020-03-18,20562,6,5,7
project_5,vc,FR,Singles,FEMALE_U25,2020-04-29,2020-04-15,12330,42,66,97
project_13,wi,FR,FrenchCinema,FEMALE_35to44,2020-09-21,2020-09-25,762,0,0,0
project_1,vc,AT,Motherhood,FEMALE_18to24,2020-07-07,2020-03-18,19139,2,11,34
project_1,vc,ES,Feminism,MALE_25to34,2020-08-18,2020-03-18,5262,2,7,1
project_5,vc,FR,EmpowermentFeminismBodyPositivity,MALE_U25,2020-04-29,2020-04-15,13113,15,187,17
project_14,wi,AT,StandUp,MALE_35to44,2020-09-14,2020-12-04,18790,0,1,5
project_7,vc,FR,FrenchInfluencers,FEMALE_25to34,2020-07-12,2020-06-05,54277,18,50,47
project_2,vc,ES,SBC,FEMALE_35to44,2020-11-10,2020-10-23,4522,0,0,0
project_6,wi,FR,Control,MALE_25to34,2019-11-29,2020-02-21,5173,16,58,83
project_2,vc,ES,SBC,FEMALE_U25,2020-11-10,2020-10-23,6471,0,0,0
project_6,vc,GB,Control,MALE_O45,2020-03-09,2020-02-21,4531,18,34,23
project_1,vc,AT,DarkFemaleLedTV,MALE_25to34,2020-07-07,2020-03-18,31608,8,22,16
project_1,vc,GB,DarkFemaleLedTV,FEMALE_U25,2020-06-24,2020-03-18,6288,26,32,40
project_6,wi,ES,VengeanceSelfJustice,FEMALE_U25,2019-11-30,2020-02-21,14853,4,16,6
project_4,wi,DE,Spies,MALE_U25,2020-07-15,2020-09-25,9561,37,60,39
project_5,wi,FR,PrimeVideoFans,FEMALE_35to44,2020-04-10,2020-04-15,3361,24,1,19
project_2,vc,ES,SBC,MALE_O55,2020-11-10,2020-10-23,4646,0,0,0
project_9,wi,DE,FootballEntertainment,FEMALE_45to54,2020-06-02,2020-06-05,4865,11,33,1
project_6,wi,FR,VengeanceSelfJustice,MALE_U25,2019-11-29,2020-02-21,16723,29,47,126
project_8,vc,GB,BestOfComedy,FEMALE_45to54,2020-11-06,2020-10-30,1489,0,0,0
project_5,wi,FR,InARelationship,FEMALE_25to34,2020-04-10,2020-04-15,6879,21,19,19
project_10,wi,DE,Control,FEMALE_18to24,2020-10-23,2021-02-19,1040,2,3,8
project_7,wi,FR,RealityTVHits,FEMALE_18to24,2020-05-15,2020-06-05,9937,47,22,22
project_7,vc,FR,Gamers,FEMALE_25to34,2020-07-12,2020-06-05,63496,16,91,46
project_9,vc,DE,Football,MALE_O55,2020-06-23,2020-06-05,9433,36,176,21
project_4,wi,DE,GermanProductions,FEMALE_35to44,2020-07-15,2020-09-25,8953,29,29,48
project_1,wi,GB,FemaleLedDrama,FEMALE_35to44,2020-05-10,2020-03-18,3914,3,1,3
project_6,wi,GB,SpiesSecretOperations,FEMALE_35to44,2019-11-29,2020-02-21,2235,11,1,6
project_4,vc,DE,Thriller,FEMALE_35to44,2020-10-13,2020-09-25,3273,13,23,18
project_6,wi,GB,VengeanceSelfJustice,MALE_O25,2019-11-29,2020-02-21,14572,17,15,45
project_7,vc,FR,NatooFans,MALE_45to54,2020-07-12,2020-06-05,48613,5,15,8
project_14,wi,AT,GermanComedyStandUp,FEMALE_35to44,2020-09-14,2020-12-04,16030,0,1,5
project_11,wi,FR,FamilyEntertainment,MALE_25to34,2020-08-21,2020-09-18,8699,0,0,0
project_5,wi,FR,Singles,MALE_35to44,2020-04-10,2020-04-15,7165,11,56,12
project_7,wi,FR,Comedy,MALE_45to54,2020-05-15,2020-06-05,12213,1,0,0
project_6,wi,FR,BrutalWitty,FEMALE_25to34,2019-11-29,2020-02-21,3046,6,9,27
project_3,wi,IT,Dystopian,MALE_O55,2020-09-08,2020-09-25,4224,0,0,0
project_2,vc,FI,Demo,MALE_35to44,2020-11-06,2020-10-23,2299,12,6,1
project_1,vc,ES,Motherhood,MALE_25to34,2020-08-18,2020-03-18,6433,1,13,1
project_5,vc,FR,FemaleCenteredInterests,MALE_25to34,2020-04-29,2020-04-15,15435,15,92,19
project_2,vc,DK,Core,MALE_U25,2020-11-06,2020-10-23,4223,0,0,0
project_4,vc,DE,Extended,FEMALE_U25,2020-10-13,2020-09-25,1967,2,3,23
project_2,vc,IE,Mixed_Segment_B,MALE_U25,2020-11-06,2020-10-23,9245,0,0,0
project_3,wi,IT,SciFi,MALE_O55,2020-09-08,2020-09-25,3300,0,0,0
project_8,vc,GB,IrreverentBritishTVComedy,MALE_U25,2020-11-06,2020-10-30,2864,0,0,0
project_6,vc,DE,CastCrew,MALE_35to44,2020-03-09,2020-02-21,2468,26,23,55
project_6,wi,ES,BrutalWitty,MALE_U25,2019-11-30,2020-02-21,20971,4,16,0
project_1,vc,DE,PopularDrama,MALE_O45,2020-07-07,2020-03-18,5726,8,33,22
project_6,vc,FR,SpiesSecretOperations,MALE_25to34,2020-03-09,2020-02-21,3622,24,32,12
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,MALE_25to34,2020-04-10,2020-04-15,5574,7,32,16
project_6,wi,GB,CastCrew,FEMALE_25to34,2019-11-29,2020-02-21,2380,9,1,7
project_12,wi,FR,Documentary,MALE_O55,2020-08-21,2020-09-15,3683,0,0,0
project_4,vc,DE,Spies,FEMALE_45to54,2020-10-13,2020-09-25,2971,6,8,13
project_3,wi,DE,Dystopian,FEMALE_O55,2020-09-08,2020-09-25,984,3,4,17
project_9,vc,DE,Football,FEMALE_35to44,2020-06-23,2020-06-05,9662,35,131,33
project_3,wi,DE,Dystopian,MALE_35to44,2020-09-08,2020-09-25,2442,3,5,33
project_3,wi,IT,Dystopian,MALE_U25,2020-09-08,2020-09-25,6646,0,0,0
project_2,vc,DK,Mixed_Segment_B,MALE_35to44,2020-11-06,2020-10-23,4001,0,0,0
project_11,wi,FR,Parents,MALE_25to34,2020-08-21,2020-09-18,3379,0,0,0
project_10,wi,DE,Book,FEMALE_18to24,2020-10-23,2021-02-19,1087,1,5,5
project_13,wi,FR,DocumentaryGenre,MALE_45to54,2020-09-21,2020-09-25,3946,0,0,0
project_2,wi,AT,OffensiveComedy,MALE_35to44,2020-10-10,2020-10-23,2786,12,2,1
project_7,wi,FR,Comedy,FEMALE_45to54,2020-05-15,2020-06-05,11696,0,5,4
project_3,wi,FR,DarkTV,FEMALE_25to34,2020-09-08,2020-09-25,4399,0,0,0
project_6,vc,DE,Control,MALE_O45,2020-03-09,2020-02-21,3263,17,52,40
project_13,wi,FR,FrenchArtists,FEMALE_18to24,2020-09-21,2020-09-25,2228,0,0,0
project_2,wi,ES,OffensiveComedy,MALE_25to34,2020-10-09,2020-10-23,8361,53,13,5
project_2,vc,NO,Broad,FEMALE_U25,2020-11-06,2020-10-23,3225,4,4,0
project_5,wi,FR,FrenchComedy,FEMALE_O45,2020-04-10,2020-04-15,10081,16,24,6
project_1,vc,GB,WomensFavouriteTV,FEMALE_U25,2020-06-24,2020-03-18,6318,28,9,45
project_6,vc,FR,CastCrew,FEMALE_U25,2020-03-09,2020-02-21,2477,18,14,11
project_8,vc,GB,Mixed_Segment_A,MALE_25to34,2020-11-06,2020-10-30,4214,0,0,0
project_2,vc,ES,Comedy,FEMALE_35to44,2020-11-10,2020-10-23,7553,0,0,0
project_8,vc,GB,TheCornettoTrilogy,FEMALE_45to54,2020-11-06,2020-10-30,912,0,0,0
project_9,wi,DE,Football,MALE_45to54,2020-06-02,2020-06-05,3968,23,78,7
project_6,wi,FR,VengeanceSelfJustice,MALE_35to44,2019-11-29,2020-02-21,3989,21,7,24
project_2,vc,FI,Demo,FEMALE_35to44,2020-11-06,2020-10-23,1941,4,0,1
project_3,wi,IT,PrimeVideoFans,MALE_O55,2020-09-08,2020-09-25,2081,0,0,0
project_2,vc,DK,Broad,FEMALE_O55,2020-11-06,2020-10-23,1681,0,0,0
project_1,wi,NL,FemaleLedDrama,MALE_35to44,2020-05-10,2020-03-18,5528,0,4,7
project_6,wi,ES,TarantinoStyle,FEMALE_35to44,2019-11-30,2020-02-21,4997,7,4,0
project_3,wi,IT,PrimeVideoFans,MALE_U25,2020-09-08,2020-09-25,3109,0,0,0
project_4,vc,DE,PrimeVideoFans,MALE_35to44,2020-10-13,2020-09-25,2272,22,38,38
project_10,wi,DE,Book,MALE_25to34,2020-10-23,2021-02-19,1135,0,5,6
project_6,vc,GB,CastCrew,FEMALE_25to34,2020-03-09,2020-02-21,2270,20,5,21
project_6,wi,FR,Drama,FEMALE_O45,2019-11-29,2020-02-21,1968,2,8,10
project_2,wi,ES,USDocumentary,MALE_O55,2020-10-09,2020-10-23,6647,8,9,2
project_3,wi,IT,ComicBookTV,FEMALE_O55,2020-09-08,2020-09-25,1394,0,0,0
project_11,wi,FR,HistoricalDramaComedy,FEMALE_25to34,2020-08-21,2020-09-18,11969,0,0,0
project_6,wi,DE,SpiesSecretOperations,FEMALE_U25,2019-11-29,2020-02-21,1519,1,4,11
project_1,vc,DE,Motherhood,MALE_O55,2020-07-07,2020-03-18,2047,0,0,1
project_6,wi,FR,PRIMEOriginalSeries,FEMALE_O25,2019-11-29,2020-02-21,3909,2,2,5
project_8,wi,GB,TheCornettoTrilogy,FEMALE_35to44,2020-07-30,2020-10-30,443,16,0,0
project_1,vc,AT,Books,FEMALE_O45,2020-07-07,2020-03-18,17632,5,5,23
project_4,wi,DE,GermanPostWarHistory,FEMALE_U25,2020-07-15,2020-09-25,1571,4,4,1
project_2,vc,ES,SBC,FEMALE_45to54,2020-11-10,2020-10-23,4822,0,0,0
project_7,vc,FR,NatooFans,MALE_18to24,2020-07-12,2020-06-05,55542,62,48,29
project_2,wi,ES,USCulture,FEMALE_25to34,2020-10-09,2020-10-23,3895,11,11,0
project_2,vc,ES,USDocumentary,FEMALE_25to34,2020-11-10,2020-10-23,7942,0,0,0
project_11,wi,FR,HumoristCelebrities,MALE_18to24,2020-08-21,2020-09-18,3667,0,0,0
project_3,wi,FR,SciFi,MALE_35to44,2020-09-08,2020-09-25,4258,0,0,0
project_10,wi,DE,Music,MALE_35to44,2020-10-23,2021-02-19,974,0,6,2
project_2,wi,AT,USDocumentary,MALE_45to54,2020-10-10,2020-10-23,1625,7,6,1
project_1,vc,DE,PopularDrama,FEMALE_18to24,2020-07-07,2020-03-18,6307,14,8,53
project_2,vc,SE,Broad,MALE_35to44,2020-11-06,2020-10-23,2671,0,1,1
project_1,vc,AT,Cast,FEMALE_O45,2020-07-07,2020-03-18,6872,4,6,12
project_5,vc,FR,FrenchComedy,FEMALE_25to34,2020-04-29,2020-04-15,25313,107,55,101
project_6,vc,FR,PRIMEOriginalSeries,FEMALE_25to34,2020-03-09,2020-02-21,2546,14,22,10
project_5,vc,FR,Teens,FEMALE_U25,2020-04-29,2020-04-15,13360,33,45,104
project_11,wi,FR,FrenchComedy,FEMALE_45to54,2020-08-21,2020-09-18,23409,0,0,0
project_1,vc,GB,WomensFavouriteTV,MALE_35to44,2020-06-24,2020-03-18,3424,3,3,4
project_5,vc,FR,Families,MALE_O45,2020-04-29,2020-04-15,16939,17,89,14
project_8,vc,GB,Mixed_Segment_C,FEMALE_U25,2020-11-06,2020-10-30,1779,0,0,0
project_7,vc,FR,LudovikFans,MALE_45to54,2020-07-12,2020-06-05,88827,9,27,30
project_5,vc,FR,InARelationship,FEMALE_O45,2020-04-29,2020-04-15,11099,34,42,22
project_3,wi,DE,ComicBookTV,FEMALE_35to44,2020-09-08,2020-09-25,1481,0,2,20
project_9,vc,DE,Football,FEMALE_18to24,2020-06-23,2020-06-05,9452,39,73,56
project_1,vc,ES,Motherhood,MALE_35to44,2020-08-18,2020-03-18,6040,6,2,2
project_4,vc,DE,GermanPostWarHistory,FEMALE_O55,2020-10-13,2020-09-25,3357,12,36,23
project_3,wi,DE,ComicBookTV,FEMALE_O55,2020-09-08,2020-09-25,1131,3,7,20
project_1,vc,AT,FemaleLedDramaMovies,FEMALE_O45,2020-07-07,2020-03-18,24039,10,9,25
project_3,wi,GB,Dystopian,FEMALE_U25,2020-08-14,2020-09-25,8668,11,13,107
project_1,wi,GB,PopularDramaThrillerTV,MALE_45to54,2020-05-10,2020-03-18,1529,1,3,3
project_2,vc,ES,USCulture,MALE_O55,2020-11-10,2020-10-23,3769,0,0,0
project_11,wi,FR,FamilyEntertainment,MALE_18to24,2020-08-21,2020-09-18,9627,0,0,0
project_11,wi,FR,Rural,MALE_18to24,2020-08-21,2020-09-18,5623,0,0,0
project_2,vc,PT,Demo,FEMALE_25to34,2020-11-07,2020-10-23,3425,10,7,0
project_1,vc,DE,PrimeVideoFans,FEMALE_25to34,2020-07-07,2020-03-18,22128,14,7,40
project_5,wi,FR,StrongFemaleLeads,FEMALE_O45,2020-04-10,2020-04-15,26568,82,99,44
project_1,vc,AT,BestOfMystery,FEMALE_O45,2020-07-07,2020-03-18,21873,6,10,21
project_2,wi,ES,USDocumentary,MALE_45to54,2020-10-09,2020-10-23,7635,17,8,1
project_1,vc,AT,Motherhood,MALE_35to44,2020-07-07,2020-03-18,25141,1,4,0
project_7,wi,FR,NormanThavaudFans,MALE_35to44,2020-05-15,2020-06-05,21848,14,19,8
project_9,wi,DE,SportEntertainment,FEMALE_18to24,2020-06-02,2020-06-05,6030,9,57,1
project_11,wi,FR,Urban,MALE_25to34,2020-08-21,2020-09-18,5415,0,0,0
project_5,wi,FR,FrenchInfluencers,FEMALE_O45,2020-04-10,2020-04-15,6406,14,21,10
project_6,wi,ES,VengeanceSelfJustice,FEMALE_O45,2019-11-30,2020-02-21,4010,6,3,1
project_1,vc,ES,DarkFemaleLedTV,MALE_O55,2020-08-18,2020-03-18,9336,11,11,13
project_5,vc,FR,FemaleLedComedy,FEMALE_O45,2020-04-29,2020-04-15,20253,87,85,52
project_11,wi,FR,FrenchCinemaTVSeries,MALE_45to54,2020-08-21,2020-09-18,4861,0,0,0
project_6,vc,DE,PRIMEOriginalSeries,FEMALE_35to44,2020-03-09,2020-02-21,1690,4,10,14
project_8,vc,GB,Mixed_Segment_B,MALE_U25,2020-11-06,2020-10-30,1666,0,0,0
project_2,vc,SE,Mixed_Segment_C,FEMALE_35to44,2020-11-06,2020-10-23,4855,2,2,0
project_5,wi,FR,FrenchComedians,FEMALE_U25,2020-04-10,2020-04-15,6075,24,12,45
project_14,wi,DE,StandUp,MALE_35to44,2020-09-14,2020-12-04,2948,6,23,27
project_3,wi,GB,Dystopian,MALE_35to44,2020-08-14,2020-09-25,8748,24,15,54
project_6,wi,ES,CastCrew,MALE_O45,2019-11-30,2020-02-21,6501,89,16,16
project_6,vc,GB,VengeanceSelfJustice,FEMALE_U25,2020-03-09,2020-02-21,2235,2,5,8
project_1,vc,DE,BestOfMystery,MALE_O45,2020-07-07,2020-03-18,4862,14,20,23
project_11,wi,FR,FamousEpicComics,MALE_35to44,2020-08-21,2020-09-18,3320,0,0,0
project_3,wi,IT,VisuallyArresting,MALE_O55,2020-09-08,2020-09-25,2176,0,0,0
project_2,wi,ES,USCulture,FEMALE_U25,2020-10-09,2020-10-23,5998,6,23,4
project_6,wi,ES,Action,FEMALE_35to44,2019-11-30,2020-02-21,4328,1,0,1
project_6,wi,FR,PRIMEOriginalSeries,FEMALE_35to44,2019-11-29,2020-02-21,2956,2,7,19
project_6,vc,FR,BrutalWitty,FEMALE_35to44,2020-03-09,2020-02-21,2776,10,10,13
project_6,wi,DE,SpiesSecretOperations,FEMALE_35to44,2019-11-29,2020-02-21,1667,10,5,5
project_5,wi,FR,EmpowermentFeminismBodyPositivity,MALE_U25,2020-04-10,2020-04-15,4608,3,46,12
project_10,wi,DE,Music,MALE_18to24,2020-10-23,2021-02-19,928,2,11,5
project_2,vc,FI,Mixed_Segment_A,FEMALE_25to34,2020-11-06,2020-10-23,3955,1,0,0
project_10,wi,DE,Music,MALE_O55,2020-10-23,2021-02-19,623,2,6,1
project_2,vc,PT,Demo,FEMALE_U25,2020-11-07,2020-10-23,4930,4,12,3
project_2,vc,SE,Mixed_Segment_C,FEMALE_U25,2020-11-06,2020-10-23,6332,3,11,5
project_2,vc,PT,Demo,MALE_45to54,2020-11-07,2020-10-23,3846,4,3,5
project_2,vc,FI,Demo,FEMALE_O55,2020-11-06,2020-10-23,1037,0,13,2
project_2,vc,FI,Mixed_Segment_E,MALE_45to54,2020-11-06,2020-10-23,4972,2,1,0
project_6,wi,GB,Drama,MALE_O45,2019-11-29,2020-02-21,2372,8,4,2
project_5,vc,FR,Moviegoers,MALE_35to44,2020-04-29,2020-04-15,15054,18,98,17
project_4,vc,DE,PrimeVideoFans,MALE_45to54,2020-10-13,2020-09-25,2182,21,34,16
project_2,vc,DK,Mixed_Segment_B,MALE_U25,2020-11-06,2020-10-23,4592,0,0,0
project_2,wi,AT,SBC,MALE_O55,2020-10-10,2020-10-23,3322,9,5,0
project_6,wi,DE,PRIMEOriginalSeries,FEMALE_O45,2019-11-29,2020-02-21,1602,2,13,6
project_8,vc,GB,ViewedFlockSpots,FEMALE_35to44,2020-11-06,2020-10-30,470,0,0,0
project_13,wi,FR,PrimeVideoFans,MALE_25to34,2020-09-21,2020-09-25,1485,0,0,0
project_8,wi,GB,TheCornettoTrilogy,MALE_25to34,2020-07-30,2020-10-30,2291,65,2,7
project_11,wi,FR,ComedyHistoricalLiterature,MALE_35to44,2020-08-21,2020-09-18,6597,0,0,0
project_4,vc,DE,Core,FEMALE_U25,2020-10-13,2020-09-25,1756,1,2,14
project_6,wi,ES,SpiesSecretOperations,FEMALE_U25,2019-11-30,2020-02-21,22437,1,5,0
project_6,vc,FR,CastCrew,FEMALE_25to34,2020-03-09,2020-02-21,2253,20,1,14
project_3,wi,DE,VisuallyArresting,MALE_45to54,2020-09-08,2020-09-25,2093,3,12,33
project_3,wi,IT,SciFi,FEMALE_O55,2020-09-08,2020-09-25,2133,0,0,0
project_4,vc,DE,GermanPostWarHistory,FEMALE_U25,2020-10-13,2020-09-25,4193,4,10,18
project_4,wi,DE,SophisticatedCrimeTV,FEMALE_25to34,2020-07-15,2020-09-25,1557,5,6,12
project_6,vc,DE,PRIMEOriginalSeries,MALE_25to34,2020-03-09,2020-02-21,2223,6,11,18
project_12,wi,FR,PrimeVideoFans,MALE_35to44,2020-08-21,2020-09-15,3199,0,0,0
project_5,wi,FR,FemaleCenteredInterests,FEMALE_25to34,2020-04-10,2020-04-15,6173,23,9,29
project_1,vc,DE,FemaleLedDramaMovies,MALE_O45,2020-07-07,2020-03-18,4720,7,25,25
project_4,vc,DE,Broad,MALE_35to44,2020-10-13,2020-09-25,1921,14,15,21
project_1,vc,DE,Books,FEMALE_O45,2020-07-07,2020-03-18,2946,8,14,50
project_14,wi,DE,GermanComedyStandUp,MALE_35to44,2020-09-14,2020-12-04,3123,15,15,27
project_3,wi,NL,VisuallyArresting,FEMALE_O55,2020-08-14,2020-09-25,5090,5,53,14
project_2,vc,IE,Broad,FEMALE_45to54,2020-11-06,2020-10-23,3527,0,0,0
project_10,wi,DE,Music,MALE_45to54,2020-10-23,2021-02-19,852,1,11,4
project_6,wi,DE,VengeanceSelfJustice,FEMALE_O45,2019-11-29,2020-02-21,1743,2,7,3
project_1,vc,ES,Feminism,FEMALE_O55,2020-08-18,2020-03-18,5387,4,1,4
project_7,vc,FR,NatooFans,MALE_25to34,2020-07-12,2020-06-05,79241,28,51,40
project_4,wi,DE,GermanProductions,MALE_U25,2020-07-15,2020-09-25,9771,49,52,50
project_5,vc,FR,ComedyDramedy,FEMALE_O45,2020-04-29,2020-04-15,5330,19,5,20
project_6,vc,ES,TarantinoStyle,MALE_O45,2020-03-09,2020-02-21,5037,12,9,7
project_5,vc,FR,ViewedCP1Spots,MALE_ALL,2020-04-29,2020-04-15,26807,79,218,51
project_4,wi,DE,Thriller,MALE_35to44,2020-07-15,2020-09-25,10980,83,79,31
project_6,wi,FR,SpiesSecretOperations,MALE_O25,2019-11-29,2020-02-21,8152,2,4,13
project_4,vc,DE,Core,MALE_45to54,2020-10-13,2020-09-25,1641,15,23,13
project_5,vc,FR,InARelationship,MALE_O45,2020-04-29,2020-04-15,14720,20,77,22
project_14,wi,AT,StandUp,MALE_45to54,2020-09-14,2020-12-04,17182,1,0,7
project_2,vc,NO,Demo,FEMALE_U25,2020-11-06,2020-10-23,3899,7,8,1
project_3,wi,DE,PrimeVideoFans,MALE_U25,2020-09-08,2020-09-25,1948,0,1,4
project_5,wi,FR,FemaleLedComedy,FEMALE_U25,2020-04-10,2020-04-15,12104,82,66,89
project_6,wi,FR,CastCrew,MALE_O25,2019-11-29,2020-02-21,9923,14,19,14
project_3,wi,FR,Dystopian,FEMALE_U25,2020-09-08,2020-09-25,3964,0,0,0
project_1,vc,ES,Cast,MALE_U25,2020-08-18,2020-03-18,8241,7,22,9
project_14,wi,DE,GermanyComedy,FEMALE_O55,2020-09-14,2020-12-04,1760,1,13,10
project_5,wi,FR,Singles,MALE_U25,2020-04-10,2020-04-15,6519,10,96,30
project_6,wi,ES,VengeanceSelfJustice,MALE_O45,2019-11-30,2020-02-21,5261,9,6,1
project_4,wi,DE,SophisticatedCrimeTV,MALE_45to54,2020-07-15,2020-09-25,2245,29,22,12
project_5,vc,FR,Teens,FEMALE_35to44,2020-04-29,2020-04-15,12390,56,60,108
project_14,wi,AT,Mixed_Segment_E,MALE_45to54,2020-09-14,2020-12-04,13121,0,0,0
project_2,vc,DK,Mixed_Segment_D,FEMALE_25to34,2020-11-06,2020-10-23,3808,0,0,0
project_6,vc,ES,Drama,FEMALE_U25,2020-03-09,2020-02-21,5528,5,18,8
project_2,vc,ES,Comedy,MALE_45to54,2020-11-10,2020-10-23,6770,0,0,0
project_11,wi,FR,Rural,FEMALE_25to34,2020-08-21,2020-09-18,7533,0,0,0
project_4,vc,DE,PrimeVideoFans,MALE_U25,2020-10-13,2020-09-25,2466,9,31,43
project_1,vc,AT,Books,FEMALE_25to34,2020-07-07,2020-03-18,23384,7,4,28
project_5,vc,FR,Moviegoers,FEMALE_O45,2020-04-29,2020-04-15,13082,23,50,25
project_11,wi,FR,ParentsKids,MALE_25to34,2020-08-21,2020-09-18,3709,0,0,0
project_1,vc,AT,PopularDrama,FEMALE_25to34,2020-07-07,2020-03-18,31194,23,1,43
project_1,vc,DE,BestOfMystery,FEMALE_25to34,2020-07-07,2020-03-18,24424,40,8,64
project_1,wi,NL,DarkFemaleLedTV,FEMALE_45to54,2020-05-10,2020-03-18,4133,5,0,8
project_1,vc,DE,Cast,MALE_O45,2020-07-07,2020-03-18,3001,5,19,11
project_11,wi,FR,FamousEpicComics,MALE_45to54,2020-08-21,2020-09-18,7574,0,0,0
project_11,wi,FR,Parents,MALE_35to44,2020-08-21,2020-09-18,4290,0,0,0
project_11,wi,FR,PopularCultComedy,MALE_45to54,2020-08-21,2020-09-18,33890,0,0,0
project_11,wi,FR,Rural,MALE_35to44,2020-08-21,2020-09-18,5524,0,0,0
project_2,wi,AT,SBC,FEMALE_25to34,2020-10-10,2020-10-23,3407,14,3,0
project_1,vc,AT,WomensFavouriteTV,FEMALE_O45,2020-07-07,2020-03-18,22032,14,8,16
project_1,vc,DE,Motherhood,MALE_O45,2020-07-07,2020-03-18,2568,3,21,19
project_2,vc,NO,Demo,FEMALE_25to34,2020-11-06,2020-10-23,2030,1,4,1
project_4,wi,DE,Spies,FEMALE_45to54,2020-07-15,2020-09-25,8834,18,21,32
project_9,wi,DE,Football,FEMALE_45to54,2020-06-02,2020-06-05,3221,15,82,2
project_7,wi,FR,PrimeVideoFans,MALE_25to34,2020-05-15,2020-06-05,38586,11,19,1
project_6,wi,GB,BrutalWitty,MALE_25to34,2019-11-29,2020-02-21,4261,18,22,33
project_3,wi,IT,VisuallyArresting,FEMALE_35to44,2020-09-08,2020-09-25,2612,0,0,0
project_6,wi,GB,CastCrew,FEMALE_O25,2019-11-29,2020-02-21,11571,21,20,11
project_6,wi,ES,Control,FEMALE_25to34,2019-11-30,2020-02-21,5472,3,30,13
project_2,vc,NO,Demo,MALE_U25,2020-11-06,2020-10-23,1570,21,8,8
project_6,wi,ES,BrutalWitty,FEMALE_O25,2019-11-30,2020-02-21,27537,5,0,1
project_14,wi,DE,GermanyComedy,MALE_35to44,2020-09-14,2020-12-04,2951,14,15,26
project_10,wi,DE,Control,MALE_25to34,2020-10-23,2021-02-19,884,0,13,3
project_4,vc,DE,Thriller,MALE_U25,2020-10-13,2020-09-25,4491,17,24,14
project_6,wi,DE,Control,FEMALE_O25,2019-11-29,2020-02-21,2142,0,9,10
project_11,wi,FR,PopularCultComedy,MALE_18to24,2020-08-21,2020-09-18,32634,0,0,0
project_1,vc,GB,PopularDramaThrillerTV,MALE_25to34,2020-06-24,2020-03-18,6366,6,30,17
project_9,wi,DE,FootballEntertainment,FEMALE_18to24,2020-06-02,2020-06-05,6108,21,32,2
project_1,vc,ES,PopularDrama,MALE_O55,2020-08-18,2020-03-18,10721,4,2,6
